Network	Sample	Split	path	TF 	p-value	percent on path
Functional	embryos0-2hr	1	L	lid	5.6869E-140	95.49180328
Functional	embryos0-2hr	1	L	CG10274	3.4859E-124	95.41284404
Functional	embryos0-2hr	1	L	E(bx)	7.853E-123	95.37037037
Functional	embryos0-2hr	1	L	CG1529	6.4878E-110	95.36082474
Functional	embryos0-2hr	1	L	CG7372	1.2029E-252	95.31615925
Functional	embryos0-2hr	1	L	CG9215	2.06625E-12	95.23809524
Functional	embryos0-2hr	1	L	CG10321	2.01013E-46	95.18072289
Functional	embryos0-2hr	1	L	grau	8.78638E-46	95.12195122
Functional	embryos0-2hr	1	L	Jarid2	3.3293E-163	95.1048951
Functional	embryos0-2hr	1	L	CG9948	3.55342E-34	95.08196721
Functional	embryos0-2hr	1	L	vfl	8.74272E-12	95
Functional	embryos0-2hr	1	L	CG2875	4.2827E-164	94.82758621
Functional	embryos0-2hr	1	L	CG7928	1.0388E-208	94.78021978
Functional	embryos0-2hr	1	L	row	1.1661E-172	94.75409836
Functional	embryos0-2hr	1	L	CG10565	1.2491E-160	94.73684211
Functional	embryos0-2hr	1	L	CG8145	3.68816E-11	94.73684211
Functional	embryos0-2hr	1	L	mxc	5.7548E-209	94.55040872
Functional	embryos0-2hr	1	L	MBD-R2	3.36916E-60	94.54545455
Functional	embryos0-2hr	1	L	Meics	2.4135E-192	94.42815249
Functional	embryos0-2hr	1	L	crp	1.2486E-166	94.31438127
Functional	embryos0-2hr	1	L	CG17802	4.6332E-261	94.27312775
Functional	embryos0-2hr	1	L	CG7839	6.6725E-249	94.25287356
Functional	embryos0-2hr	1	L	CG14965	7.7919E-174	94.23076923
Functional	embryos0-2hr	1	L	CG6689	4.2936E-161	94.1580756
Functional	embryos0-2hr	1	L	fu2	7.01885E-19	94.11764706
Functional	embryos0-2hr	1	L	CG16863	6.49781E-10	94.11764706
Functional	embryos0-2hr	1	L	Nf-YC	6.49781E-10	94.11764706
Functional	embryos0-2hr	1	L	CG14962	1.33294E-26	93.87755102
Functional	embryos0-2hr	1	L	CG6683	6.3049E-123	93.83259912
Functional	embryos0-2hr	1	L	CG7101	9.62649E-60	93.75
Functional	embryos0-2hr	1	L	CG12155	1.0598E-163	93.66666667
Functional	embryos0-2hr	1	L	gfzf	1.01506E-33	93.65079365
Functional	embryos0-2hr	1	L	CG34406	1.83697E-58	93.63636364
Functional	embryos0-2hr	1	L	CG17912	1.0094E-208	93.63395225
Functional	embryos0-2hr	1	L	CG6254	1.6726E-100	93.61702128
Functional	embryos0-2hr	1	L	CG8924	1.1354E-235	93.60189573
Functional	embryos0-2hr	1	L	CG15436	3.2369E-170	93.58974359
Functional	embryos0-2hr	1	L	CG11504	1.3868E-206	93.5828877
Functional	embryos0-2hr	1	L	Ssrp	1.86942E-88	93.41317365
Functional	embryos0-2hr	1	L	E(var)3-9	3.5886E-302	93.4086629
Functional	embryos0-2hr	1	L	CG2202	2.9961E-112	93.36492891
Functional	embryos0-2hr	1	L	zf30C	1.2912E-162	93.35548173
Functional	embryos0-2hr	1	L	woc	1.3871E-188	93.35260116
Functional	embryos0-2hr	1	L	Cenp-C	2.3059E-197	93.35180055
Functional	embryos0-2hr	1	L	Su(H)	1.6145E-170	93.33333333
Functional	embryos0-2hr	1	L	psq	3.0731E-161	93.31103679
Functional	embryos0-2hr	1	L	chif	1.0366E-152	93.30985915
Functional	embryos0-2hr	1	L	hang	1.5337E-194	93.27731092
Functional	embryos0-2hr	1	L	pzg	2.0803E-198	93.15068493
Functional	embryos0-2hr	1	L	GATAd	7.41447E-23	93.02325581
Functional	embryos0-2hr	1	L	CG10267	1.335E-234	92.99065421
Functional	embryos0-2hr	1	L	CG9437	5.83873E-30	92.98245614
Functional	embryos0-2hr	1	L	CG8290	2.5698E-183	92.96187683
Functional	embryos0-2hr	1	L	HmgD	2.6522E-81	92.94871795
Functional	embryos0-2hr	1	L	Dip2	6.3872E-182	92.92035398
Functional	embryos0-2hr	1	L	Hmr	4.7164E-198	92.91553134
Functional	embryos0-2hr	1	L	CG7357	1.3412E-252	92.82608696
Functional	embryos0-2hr	1	L	Dek	4.5009E-219	92.82178218
Functional	embryos0-2hr	1	L	CG4360	6.8243E-173	92.63803681
Functional	embryos0-2hr	1	L	CG6654	8.2721E-244	92.63392857
Functional	embryos0-2hr	1	L	CG9793	1.61922E-83	92.59259259
Functional	embryos0-2hr	1	L	CG14711	1.7199E-111	92.55813953
Functional	embryos0-2hr	1	L	lola	2.1078E-177	92.53731343
Functional	embryos0-2hr	1	L	p53	3.5951E-110	92.48826291
Functional	embryos0-2hr	1	L	trem	1.6879E-243	92.44444444
Functional	embryos0-2hr	1	L	CG10949	5.7818E-34	92.42424242
Functional	embryos0-2hr	1	L	CG3281	1.2362E-233	92.39631336
Functional	embryos0-2hr	1	L	CG17385	1.3829E-240	92.37668161
Functional	embryos0-2hr	1	L	CG11970	2.3701E-255	92.3566879
Functional	embryos0-2hr	1	L	CG4282	5.5244E-279	92.35294118
Functional	embryos0-2hr	1	L	CG31224	2.22705E-20	92.30769231
Functional	embryos0-2hr	1	L	CG10366	1.01798E-32	92.1875
Functional	embryos0-2hr	1	L	CG1024	1.6822E-203	91.98966408
Functional	embryos0-2hr	1	L	CG17328	1.8616E-247	91.82795699
Functional	embryos0-2hr	1	L	CG4936	6.5795E-281	91.76245211
Functional	embryos0-2hr	1	L	CG9305	1.56372E-18	91.66666667
Functional	embryos0-2hr	1	L	CG10209	7.83462E-07	91.66666667
Functional	embryos0-2hr	1	L	dwg	2.12242E-41	91.56626506
Functional	embryos0-2hr	1	L	dalao	8.9183E-195	91.51193634
Functional	embryos0-2hr	1	L	CG1792	3.1745E-106	91.50943396
Functional	embryos0-2hr	1	L	CG10904	4.2812E-118	91.4893617
Functional	embryos0-2hr	1	L	Nf-YA	1.0245E-180	91.47727273
Functional	embryos0-2hr	1	L	CG12942	1.1098E-186	91.4600551
Functional	embryos0-2hr	1	L	CG17186	3.54064E-93	91.44385027
Functional	embryos0-2hr	1	L	CG2116	5.0974E-244	91.39784946
Functional	embryos0-2hr	1	L	wdn	1.7081E-188	91.30434783
Functional	embryos0-2hr	1	L	pfk	1.1092E-246	91.29511677
Functional	embryos0-2hr	1	L	CG9705	5.2097E-253	91.28630705
Functional	embryos0-2hr	1	L	Mes2	4.11538E-96	91.2371134
Functional	embryos0-2hr	1	L	CG31441	6.53708E-73	91.21621622
Functional	embryos0-2hr	1	L	CG3995	2.4E-261	91.16465863
Functional	embryos0-2hr	1	L	CG9418	3.13662E-66	91.11111111
Functional	embryos0-2hr	1	L	CG18476	9.04334E-28	91.07142857
Functional	embryos0-2hr	1	L	Bgb	1.8099E-121	91.02040816
Functional	embryos0-2hr	1	L	Bap170	1.6944E-277	90.92627599
Functional	embryos0-2hr	1	L	CG17806	1.78589E-11	90.90909091
Functional	embryos0-2hr	1	L	CG4617	1.59105E-74	90.8496732
Functional	embryos0-2hr	1	L	polybromo	5.5256E-221	90.76212471
Functional	embryos0-2hr	1	L	CG3847	1.5477E-230	90.68736142
Functional	embryos0-2hr	1	L	CG11560	4.3081E-199	90.63291139
Functional	embryos0-2hr	1	L	CG13123	2.1029E-46	90.625
Functional	embryos0-2hr	1	L	stwl	1.7639E-146	90.57239057
Functional	embryos0-2hr	1	L	MTA1-like	1.1655E-201	90.52369077
Functional	embryos0-2hr	1	L	CG31388	1.74884E-40	90.47619048
Functional	embryos0-2hr	1	L	Ets97D	7.21691E-11	90.47619048
Functional	embryos0-2hr	1	L	CG11696	5.543E-217	90.27777778
Functional	embryos0-2hr	1	L	CG30020	1.8488E-274	90.26217228
Functional	embryos0-2hr	1	L	Ada2b	1.0218E-273	90.24390244
Functional	embryos0-2hr	1	L	Su(var)2-10	9.0889E-266	90.19230769
Functional	embryos0-2hr	1	L	CG6808	1.1854E-117	90.16393443
Functional	embryos0-2hr	1	L	CG4730	2.1754E-169	90.14492754
Functional	embryos0-2hr	1	L	jumu	2.0319E-106	90.09009009
Functional	embryos0-2hr	1	L	cg	7.8136E-178	90.05524862
Functional	embryos0-2hr	1	L	CG4854	4.0023E-231	90.02169197
Functional	embryos0-2hr	1	L	pita	3.7578E-259	90.01956947
Functional	embryos0-2hr	1	L	CG2199	2.284E-192	90
Functional	embryos0-2hr	1	L	CG1602	3.2228E-140	90
Functional	embryos0-2hr	1	L	CG1603	1.8177E-223	89.95535714
Functional	embryos0-2hr	1	L	CG33213	5.5769E-191	89.94845361
Functional	embryos0-2hr	1	L	CG12391	2.119E-206	89.92805755
Functional	embryos0-2hr	1	L	CG8944	6.8142E-277	89.88970588
Functional	embryos0-2hr	1	L	exd	1.1269E-171	89.80169972
Functional	embryos0-2hr	1	L	her	2.5487E-141	89.79591837
Functional	embryos0-2hr	1	L	Sry-delta	4.9096E-213	89.79118329
Functional	embryos0-2hr	1	L	tgo	5.8603E-215	89.67889908
Functional	embryos0-2hr	1	L	wek	2.8301E-272	89.62962963
Functional	embryos0-2hr	1	L	CG17612	5.8971E-192	89.59390863
Functional	embryos0-2hr	1	L	CG17829	3.8418E-243	89.57055215
Functional	embryos0-2hr	1	L	CG4424	2.2994E-133	89.36170213
Functional	embryos0-2hr	1	L	CG5180	3.8218E-160	89.28571429
Functional	embryos0-2hr	1	L	CG17361	1.2079E-231	89.21775899
Functional	embryos0-2hr	1	L	CG11723	3.0596E-196	89.18918919
Functional	embryos0-2hr	1	L	CG31365	2.6101E-277	88.92857143
Functional	embryos0-2hr	1	L	fd68A	4.60738E-09	88.88888889
Functional	embryos0-2hr	1	L	CG10431	5.09671E-05	88.88888889
Functional	embryos0-2hr	1	L	Sry-beta	1.0584E-262	88.66171004
Functional	embryos0-2hr	1	L	D1	1.8918E-232	88.61283644
Functional	embryos0-2hr	1	L	YL-1	4.9559E-199	88.57142857
Functional	embryos0-2hr	1	L	CG8359	3.4242E-137	88.55218855
Functional	embryos0-2hr	1	L	CG3065	1.137E-211	88.36689038
Functional	embryos0-2hr	1	L	Su(var)2-HP2	1.319E-235	88.25910931
Functional	embryos0-2hr	1	L	CG3163	1.81779E-08	88.23529412
Functional	embryos0-2hr	1	L	Su(var)3-7	1.9796E-269	88.17204301
Functional	embryos0-2hr	1	L	CG9883	2.0916E-264	88.16029144
Functional	embryos0-2hr	1	L	CG15514	0	87.86936236
Functional	embryos0-2hr	1	L	Dp	6.7617E-257	87.6611418
Functional	embryos0-2hr	1	L	Mad	2.84168E-71	87.65432099
Functional	embryos0-2hr	1	L	CG4707	1.70631E-66	87.5
Functional	embryos0-2hr	1	L	CG1620	1.8605E-52	87.5
Functional	embryos0-2hr	1	L	CG9139	0.000200581	87.5
Functional	embryos0-2hr	1	L	CG1663	0.000200581	87.5
Functional	embryos0-2hr	1	L	jing	0.000200581	87.5
Functional	embryos0-2hr	1	L	CG8478	1.5852E-244	87.12121212
Functional	embryos0-2hr	1	L	pho	4.0451E-183	86.82926829
Functional	embryos0-2hr	1	L	CG17359	5.3689E-283	86.79867987
Functional	embryos0-2hr	1	L	CG5245	2.7847E-263	86.43478261
Functional	embryos0-2hr	1	L	phol	0	86.36959371
Functional	embryos0-2hr	1	L	CG14710	3.1119E-276	86.35607321
Functional	embryos0-2hr	1	L	Stat92E	3.4257E-109	86.328125
Functional	embryos0-2hr	1	L	CG18764	1.87243E-47	85.96491228
Functional	embryos0-2hr	1	L	CG12659	7.4542E-111	85.93155894
Functional	embryos0-2hr	1	L	NC2beta	4.262E-56	85.92592593
Functional	embryos0-2hr	1	L	CG14860	6.13725E-18	85.71428571
Functional	embryos0-2hr	1	L	CG16815	1.06213E-06	85.71428571
Functional	embryos0-2hr	1	L	CG9797	3.7718E-262	85.30405405
Functional	embryos0-2hr	1	L	CG17153	2.3536E-288	85.0308642
Functional	embryos0-2hr	1	L	Lhr	2.648E-145	84.9002849
Functional	embryos0-2hr	1	L	CG4820	1.9754E-99	84.61538462
Functional	embryos0-2hr	1	L	Chrac-16	2.9714E-239	84.58781362
Functional	embryos0-2hr	1	L	Med	0	84.53900709
Functional	embryos0-2hr	1	L	TFAM	1.366E-100	84.46215139
Functional	embryos0-2hr	1	L	Max	7.37177E-23	84.21052632
Functional	embryos0-2hr	1	L	Hsf	1.51586E-05	83.33333333
Functional	embryos0-2hr	1	L	E2f	3.88039E-81	83.09859155
Functional	embryos0-2hr	1	L	Dref	0	82.56274769
Functional	embryos0-2hr	1	L	Jra	5.60578E-05	81.81818182
Functional	embryos0-2hr	1	L	E(z)	9.27061E-90	81.2
Functional	embryos0-2hr	1	L	CG1621	5.48681E-26	80.82191781
Functional	embryos0-2hr	1	L	E2f2	3.3958E-242	80.72669826
Functional	embryos0-2hr	1	L	Xbp1	2.04076E-30	80.45977011
Functional	embryos0-2hr	1	L	CG7271	0.000203661	80
Functional	embryos0-2hr	1	L	retn	1.14421E-46	79.71014493
Functional	embryos0-2hr	1	L	CG3227	1.6689E-268	78.82513661
Functional	embryos0-2hr	1	L	CG11695	0.000724229	77.77777778
Functional	embryos0-2hr	1	L	Opbp	5.22266E-05	76.92307692
Functional	embryos0-2hr	1	L	da	7.999E-190	76.14213198
Functional	embryos0-2hr	1	L	btn	8.90334E-13	75.6097561
Functional	embryos0-2hr	1	L	Dsp1	2.6751E-115	75.52083333
Functional	embryos0-2hr	1	L	aop	2.08899E-29	75.24752475
Functional	embryos0-2hr	1	L	CG12744	3.39902E-06	73.68421053
Functional	embryos0-2hr	1	L	srp	5.97745E-13	72.34042553
Functional	embryos0-2hr	1	L	z	2.1916E-154	69.95073892
Functional	embryos0-2hr	1	L	ttk	3.93774E-11	68.08510638
Functional	embryos0-2hr	1	L	Myb	0	67.9144385
Functional	embryos0-2hr	1	L	BEAF-32	0	67.51269036
Functional	embryos0-2hr	1	L	hb	4.54933E-74	67.34693878
Functional	embryos0-2hr	1	L	bcd	1.94408E-19	65.625
Functional	embryos0-2hr	1	L	mod(mdg4)	1.1192E-131	65.29318542
Functional	embryos0-2hr	1	L	CG7386	1.58483E-05	65.2173913
Functional	embryos0-2hr	1	L	CTCF	6.5474E-299	64.84312148
Functional	embryos0-2hr	1	L	pnr	2.47335E-10	62.96296296
Functional	embryos0-2hr	1	L	EcR	2.94698E-07	62.16216216
Functional	embryos0-2hr	1	L	gt	1.01236E-09	60.71428571
Functional	embryos0-2hr	1	L	D	2.1467E-124	60.0536193
Functional	embryos0-2hr	1	L	sug	1.54924E-20	59.70149254
Functional	embryos0-2hr	1	L	ush	0.000123296	57.69230769
Functional	embryos0-2hr	1	L	Adf1	1.56729E-88	53.97039031
Functional	embryos0-2hr	1	L	dl	1.8891E-06	51.78571429
Functional	embryos0-2hr	1	L	hkb	1.36251E-05	51.02040816
Functional	embryos0-2hr	1	L	twi	8.23765E-55	50.95986038
Functional	embryos0-2hr	1	L	run	4.20696E-13	47.64705882
Functional	embryos0-2hr	1	L	HLHm5	0.000330548	47.61904762
Functional	embryos0-2hr	1	L	h	1.97849E-12	45.69892473
Functional	embryos0-2hr	1	L	su(Hw)	4.18061E-63	45.17497349
Functional	embryos0-2hr	1	L	slp1	1.64688E-06	43.68932039
Functional	embryos0-2hr	1	L	Trl	3.19367E-87	42.82729805
Functional	embryos0-2hr	1	L	Kr	1.37992E-26	42.66666667
Functional	embryos0-2hr	1	L	zen	0.000248541	41.66666667
Functional	embryos0-2hr	1	L	sna	2.42427E-15	38.54625551
Functional	embryos0-2hr	1	L	Mef2	0.000340555	37.16814159
Functional	embryos0-2hr	1	L	cad	2.52669E-06	34.36426117
Functional	embryos0-2hr	1	L	en	0.000888207	32.96703297
Functional	embryos4-6hr	2	H	CG17806	7.98221E-05	95
Functional	embryos4-6hr	2	H	CG10321	1.81309E-16	94.93670886
Functional	embryos4-6hr	2	H	Ets97D	0.000141613	94.73684211
Functional	embryos4-6hr	2	H	Gug	2.38154E-18	93.68421053
Functional	embryos4-6hr	2	H	CG3838	1.11384E-07	92.5
Functional	embryos4-6hr	2	H	NFAT	1.23329E-08	91.66666667
Functional	embryos4-6hr	2	H	CG31224	1.01459E-06	91.66666667
Functional	embryos4-6hr	2	H	cic	1.5246E-11	91.17647059
Functional	embryos4-6hr	2	H	CG12219	1.32612E-09	91.07142857
Functional	embryos4-6hr	2	H	fu2	8.81957E-06	90.625
Functional	embryos4-6hr	2	H	Smr	4.72087E-13	90.24390244
Functional	embryos4-6hr	2	H	CG10543	7.31386E-12	89.61038961
Functional	embryos4-6hr	2	H	Deaf1	7.15553E-20	88.97058824
Functional	embryos4-6hr	2	H	fs(1)h	2.64337E-21	87.82051282
Functional	embryos4-6hr	2	H	CG6254	1.10494E-23	87.5
Functional	embryos4-6hr	2	H	CG34422	5.84076E-05	87.5
Functional	embryos4-6hr	2	H	grau	1.98365E-10	87.17948718
Functional	embryos4-6hr	2	H	apt	9.60911E-05	87.09677419
Functional	embryos4-6hr	2	H	CG7101	2.26785E-13	86.66666667
Functional	embryos4-6hr	2	H	MBD-R2	3.81311E-13	86.53846154
Functional	embryos4-6hr	2	H	gfzf	8.72581E-08	86.44067797
Functional	embryos4-6hr	2	H	FBgn0003013	1.25506E-17	86.11111111
Functional	embryos4-6hr	2	H	jigr1	1.40965E-28	85.77586207
Functional	embryos4-6hr	2	H	Taf1	1.6418E-30	85.77235772
Functional	embryos4-6hr	2	H	chif	5.7489E-33	85.66037736
Functional	embryos4-6hr	2	H	brat	2.76545E-24	85.36585366
Functional	embryos4-6hr	2	H	stc	6.80322E-31	85.21400778
Functional	embryos4-6hr	2	H	Mad	2.07768E-16	85.21126761
Functional	embryos4-6hr	2	H	az2	5.77359E-06	85.10638298
Functional	embryos4-6hr	2	H	GATAd	3.29466E-05	85
Functional	embryos4-6hr	2	H	Jarid2	2.42126E-32	84.92647059
Functional	embryos4-6hr	2	H	CG1832	1.78978E-21	84.73684211
Functional	embryos4-6hr	2	H	CG12299	2.29064E-28	84.61538462
Functional	embryos4-6hr	2	H	lid	1.86514E-26	84.54935622
Functional	embryos4-6hr	2	H	CG6791	3.69035E-27	84.51882845
Functional	embryos4-6hr	2	H	CG32767	3.67551E-18	84.3373494
Functional	embryos4-6hr	2	H	CG11504	6.36265E-42	84.28571429
Functional	embryos4-6hr	2	H	CG18011	9.21827E-31	84.19117647
Functional	embryos4-6hr	2	H	CG6905	6.14744E-26	84.18803419
Functional	embryos4-6hr	2	H	D19B	2.85712E-20	84.04255319
Functional	embryos4-6hr	2	H	Su(H)	2.80655E-33	84.01360544
Functional	embryos4-6hr	2	H	CG1647	1.26149E-35	83.97435897
Functional	embryos4-6hr	2	H	psq	5.45907E-31	83.87096774
Functional	embryos4-6hr	2	H	CG11906	4.02822E-21	83.83838384
Functional	embryos4-6hr	2	H	stwl	3.04649E-29	83.64312268
Functional	embryos4-6hr	2	H	Nf-YB	6.36437E-08	83.56164384
Functional	embryos4-6hr	2	H	ash1	3.40704E-22	83.49056604
Functional	embryos4-6hr	2	H	hang	2.90795E-37	83.48348348
Functional	embryos4-6hr	2	H	Bgb	2.57441E-23	83.40807175
Functional	embryos4-6hr	2	H	chm	6.09353E-22	83.17757009
Functional	embryos4-6hr	2	H	Set2	4.49199E-34	83.17460317
Functional	embryos4-6hr	2	H	CG10366	2.08385E-06	83.05084746
Functional	embryos4-6hr	2	H	lola	8.69348E-33	82.90322581
Functional	embryos4-6hr	2	H	CG6854	3.02161E-28	82.84671533
Functional	embryos4-6hr	2	H	CG4617	1.19597E-13	82.73381295
Functional	embryos4-6hr	2	H	dalao	1.40525E-36	82.60869565
Functional	embryos4-6hr	2	H	CG1024	5.63083E-38	82.58426966
Functional	embryos4-6hr	2	H	CG3407	4.00217E-20	82.52427184
Functional	embryos4-6hr	2	H	Stat92E	1.90451E-21	82.35294118
Functional	embryos4-6hr	2	H	CG8290	2.47694E-32	82.33438486
Functional	embryos4-6hr	2	H	Nf-YA	7.29172E-33	82.29813665
Functional	embryos4-6hr	2	H	BtbVII	1.15048E-10	82.14285714
Functional	embryos4-6hr	2	H	TFAM	4.17136E-20	82.0754717
Functional	embryos4-6hr	2	H	row	2.71099E-28	82.00692042
Functional	embryos4-6hr	2	H	Meics	3.94803E-32	81.98757764
Functional	embryos4-6hr	2	H	CG10949	3.53381E-06	81.96721311
Functional	embryos4-6hr	2	H	Dek	1.6874E-38	81.86666667
Functional	embryos4-6hr	2	H	CG10565	7.32785E-26	81.85185185
Functional	embryos4-6hr	2	H	wdn	1.71916E-33	81.8452381
Functional	embryos4-6hr	2	H	Hmr	4.87514E-34	81.81818182
Functional	embryos4-6hr	2	H	CG5669	0.000100377	81.81818182
Functional	embryos4-6hr	2	H	CG7928	2.474E-34	81.73913043
Functional	embryos4-6hr	2	H	CG10274	3.18689E-19	81.73076923
Functional	embryos4-6hr	2	H	CG7839	9.3916E-43	81.70731707
Functional	embryos4-6hr	2	H	CG12391	9.53257E-38	81.6
Functional	embryos4-6hr	2	H	cg	1.09049E-31	81.59509202
Functional	embryos4-6hr	2	H	MESR4	4.17673E-29	81.57894737
Functional	embryos4-6hr	2	H	dwg	2.92546E-07	81.57894737
Functional	embryos4-6hr	2	H	CG9418	5.22661E-11	81.30081301
Functional	embryos4-6hr	2	H	CG17568	1.7053E-17	81.21827411
Functional	embryos4-6hr	2	H	CG4707	8.81774E-12	81.20300752
Functional	embryos4-6hr	2	H	CG11970	2.04169E-44	81.14942529
Functional	embryos4-6hr	2	H	CG9948	1.31339E-05	81.03448276
Functional	embryos4-6hr	2	H	CG8924	1.23269E-38	81.01265823
Functional	embryos4-6hr	2	H	Dip2	5.51285E-29	80.95238095
Functional	embryos4-6hr	2	H	crp	2.94733E-25	80.85106383
Functional	embryos4-6hr	2	H	CG1602	4.15067E-23	80.84291188
Functional	embryos4-6hr	2	H	CG9793	9.38359E-13	80.66666667
Functional	embryos4-6hr	2	H	E(bx)	1.64745E-17	80.58252427
Functional	embryos4-6hr	2	H	CG3847	1.01294E-38	80.4400978
Functional	embryos4-6hr	2	H	Br140	0.000160088	80.43478261
Functional	embryos4-6hr	2	H	CG4730	2.37277E-27	80.38585209
Functional	embryos4-6hr	2	H	CG8944	2.35582E-49	80.36809816
Functional	embryos4-6hr	2	H	CG17361	4.8686E-40	80.33175355
Functional	embryos4-6hr	2	H	CG2116	4.01697E-40	80.23529412
Functional	embryos4-6hr	2	H	CG4424	4.15062E-21	80.15873016
Functional	embryos4-6hr	2	H	polybromo	6.1923E-36	80.15267176
Functional	embryos4-6hr	2	H	retn	4.46305E-09	80
Functional	embryos4-6hr	2	H	CG6689	8.63919E-23	79.9270073
Functional	embryos4-6hr	2	H	CG7357	3.27824E-39	79.85948478
Functional	embryos4-6hr	2	H	CG7372	9.38527E-37	79.85257985
Functional	embryos4-6hr	2	H	mxc	6.39006E-30	79.82708934
Functional	embryos4-6hr	2	H	CG3281	6.78541E-36	79.80049875
Functional	embryos4-6hr	2	H	CG14965	4.36391E-24	79.59183673
Functional	embryos4-6hr	2	H	CG18764	5.87791E-08	79.59183673
Functional	embryos4-6hr	2	H	YL-1	5.39238E-32	79.56989247
Functional	embryos4-6hr	2	H	CG17385	5.92272E-36	79.36893204
Functional	embryos4-6hr	2	H	Su(var)2-HP2	9.08917E-39	79.35779817
Functional	embryos4-6hr	2	H	z	1.60666E-37	79.342723
Functional	embryos4-6hr	2	H	CG5180	3.60226E-24	79.33333333
Functional	embryos4-6hr	2	H	CG17912	2.26085E-29	79.32011331
Functional	embryos4-6hr	2	H	Ada2b	3.09753E-43	79.002079
Functional	embryos4-6hr	2	H	CG4936	1.13313E-42	78.91440501
Functional	embryos4-6hr	2	H	CG1603	1.17822E-33	78.90818859
Functional	embryos4-6hr	2	H	pita	1.40878E-39	78.69565217
Functional	embryos4-6hr	2	H	Su(var)2-10	1.29108E-40	78.67803838
Functional	embryos4-6hr	2	H	exd	3.07794E-24	78.5488959
Functional	embryos4-6hr	2	H	pzg	2.49521E-26	78.52941176
Functional	embryos4-6hr	2	H	Lhr	1.70901E-22	78.52348993
Functional	embryos4-6hr	2	H	CG3065	1.1425E-31	78.48101266
Functional	embryos4-6hr	2	H	CG4360	9.24245E-23	78.47682119
Functional	embryos4-6hr	2	H	CG6683	2.20518E-15	78.40375587
Functional	embryos4-6hr	2	H	woc	2.38761E-24	78.32817337
Functional	embryos4-6hr	2	H	CG30020	1.18805E-40	78.21576763
Functional	embryos4-6hr	2	H	Sry-beta	5.50433E-40	78.19706499
Functional	embryos4-6hr	2	H	CG2875	5.83472E-20	78.18181818
Functional	embryos4-6hr	2	H	Bap170	2.2321E-40	78.17047817
Functional	embryos4-6hr	2	H	CG4282	4.6652E-39	78.13163482
Functional	embryos4-6hr	2	H	trem	6.40493E-33	78.125
Functional	embryos4-6hr	2	H	E(var)3-9	1.05562E-41	78.02419355
Functional	embryos4-6hr	2	H	pfk	8.57372E-34	77.90697674
Functional	embryos4-6hr	2	H	CG10267	1.85288E-30	77.88944724
Functional	embryos4-6hr	2	H	CG17612	1.37777E-25	77.6203966
Functional	embryos4-6hr	2	H	zf30C	1.76791E-19	77.58007117
Functional	embryos4-6hr	2	H	wek	9.31174E-38	77.27272727
Functional	embryos4-6hr	2	H	CG9883	9.31174E-38	77.27272727
Functional	embryos4-6hr	2	H	Su(var)3-7	1.53655E-38	77.23577236
Functional	embryos4-6hr	2	H	CG8478	7.78807E-35	77.17391304
Functional	embryos4-6hr	2	H	CG6654	4.0374E-30	77.10843373
Functional	embryos4-6hr	2	H	Dp	2.52002E-36	77.10084034
Functional	embryos4-6hr	2	H	CG31365	1.84519E-37	76.70682731
Functional	embryos4-6hr	2	H	CG34406	8.87504E-07	76.69902913
Functional	embryos4-6hr	2	H	CG5245	3.38527E-37	76.65995976
Functional	embryos4-6hr	2	H	CG3995	1.08982E-32	76.65198238
Functional	embryos4-6hr	2	H	CG2199	2.22091E-23	76.63817664
Functional	embryos4-6hr	2	H	CG17802	4.00316E-30	76.63551402
Functional	embryos4-6hr	2	H	CG17328	6.91793E-30	76.58079625
Functional	embryos4-6hr	2	H	Cenp-C	4.23419E-22	76.5578635
Functional	embryos4-6hr	2	H	CG12155	8.07304E-18	76.51245552
Functional	embryos4-6hr	2	H	CG17829	1.14811E-30	76.48401826
Functional	embryos4-6hr	2	H	CG17359	1.23431E-39	76.42585551
Functional	embryos4-6hr	2	H	D1	1.63549E-29	76.40186916
Functional	embryos4-6hr	2	H	CG9705	1.56919E-30	76.36363636
Functional	embryos4-6hr	2	H	CG31388	3.84459E-05	76.31578947
Functional	embryos4-6hr	2	H	CG11696	1.43891E-25	76.15384615
Functional	embryos4-6hr	2	H	CG14710	9.43137E-38	76.10789981
Functional	embryos4-6hr	2	H	CG15436	7.47403E-18	76.02739726
Functional	embryos4-6hr	2	H	MTA1-like	1.4747E-22	75.75757576
Functional	embryos4-6hr	2	H	mod(mdg4)	1.99479E-26	75.72815534
Functional	embryos4-6hr	2	H	tgo	1.21058E-24	75.70332481
Functional	embryos4-6hr	2	H	CG4854	1.60118E-26	75.6626506
Functional	embryos4-6hr	2	H	CG2202	2.35981E-11	75.63451777
Functional	embryos4-6hr	2	H	su(Hw)	2.87721E-27	75.58685446
Functional	embryos4-6hr	2	H	G9a	0.000274854	75.38461538
Functional	embryos4-6hr	2	H	CG1792	7.82811E-11	75.25773196
Functional	embryos4-6hr	2	H	CG15514	1.16709E-39	75.22123894
Functional	embryos4-6hr	2	H	CG11560	5.62301E-21	75.1396648
Functional	embryos4-6hr	2	H	p53	7.05576E-11	75.12690355
Functional	embryos4-6hr	2	H	CG9797	6.83918E-33	75.04950495
Functional	embryos4-6hr	2	H	CG8359	2.10415E-14	74.90494297
Functional	embryos4-6hr	2	H	CG12659	3.934E-12	74.77876106
Functional	embryos4-6hr	2	H	CG1529	8.98062E-10	74.59459459
